Date(DD-MM-YY), Time(24-hour),Chamber air temperature (°C),Chamber pressure(mBar), Soil temperature (°C), Chamber relative humidity (%),Soil moisture (%), Chamber Status(Open/Closed)
17-February-2021,11:0:43,9.200000000000003,1010.3,12.100000000000001,95,73,Close
17-February-2021,11:0:44,9.100000000000001,1065.7,11.100000000000001,67,78,Close
17-February-2021,11:0:45,7.5,1090.3,12.600000000000001,97,74,Close
17-February-2021,11:0:46,7.899999999999999,1036.8,12.899999999999999,70,72,Close
17-February-2021,11:0:47,14.200000000000003,1063.6,11.899999999999999,78,71,Close
17-February-2021,11:0:49,8.700000000000003,1038.3,11.799999999999997,91,70,Close
17-February-2021,11:0:50,14.5,1085.8,14.200000000000003,78,77,Close
17-February-2021,11:0:51,11.399999999999999,1047.5,13.399999999999999,79,73,Close
17-February-2021,11:0:52,10.5,1094.0,14.299999999999997,76,70,Close
17-February-2021,11:0:53,10.5,1094.0,14.299999999999997,76,70,Close
17-February-2021,11:0:54,9.0,1060.0,12.5,66,75,Close
17-February-2021,11:0:55,9.0,1060.0,12.5,66,75,Close
17-February-2021,11:0:56,8.799999999999997,1023.0,11.0,70,74,Close
17-February-2021,11:0:58,9.600000000000001,1017.8,12.5,85,72,Close
17-February-2021,11:0:59,14.100000000000001,1035.4,11.5,66,73,Close
17-February-2021,11:1:0,12.5,1081.1,10.5,89,72,Close
17-February-2021,11:1:2,11.399999999999999,1001.7,11.200000000000003,90,71,Close
17-February-2021,11:1:3,8.399999999999999,1001.6,14.899999999999999,97,70,Close
17-February-2021,11:1:4,13.5,1082.0,13.700000000000003,77,79,Close
17-February-2021,11:1:5,12.899999999999999,1060.2,14.5,70,77,Close
17-February-2021,11:1:7,12.200000000000003,1006.4,14.100000000000001,67,79,Close
17-February-2021,11:1:8,14.200000000000003,1031.9,12.0,88,70,Close
17-February-2021,11:1:9,14.600000000000001,1094.6,10.600000000000001,91,70,Close
17-February-2021,11:1:11,9.5,1036.2,12.100000000000001,80,72,Close
17-February-2021,11:1:12,14.600000000000001,1066.1,13.799999999999997,66,79,Close
17-February-2021,11:1:13,6.600000000000001,1010.7,10.200000000000003,84,74,Close
17-February-2021,11:1:14,6.399999999999999,1004.3,12.600000000000001,88,79,Close
17-February-2021,11:1:16,11.0,1026.2,10.0,96,74,Close
17-February-2021,11:1:18,10.200000000000003,1051.5,11.5,91,75,Close
17-February-2021,11:1:20,6.100000000000001,1018.0,11.100000000000001,85,78,Close
17-February-2021,11:1:21,11.100000000000001,1011.0,12.799999999999997,63,73,Close
17-February-2021,11:1:22,12.0,1014.7,12.899999999999999,71,77,Close
17-February-2021,11:1:24,8.0,1075.9,14.600000000000001,66,74,Close
17-February-2021,11:1:25,8.700000000000003,1075.5,10.600000000000001,89,71,Close
17-February-2021,11:1:27,8.799999999999997,1074.6,14.399999999999999,85,70,Close
17-February-2021,11:1:28,6.199999999999999,1037.3,11.200000000000003,86,79,Close
17-February-2021,11:1:30,8.5,1078.5,11.200000000000003,96,75,Close
17-February-2021,11:1:31,9.299999999999997,1017.9,13.600000000000001,89,76,Close
17-February-2021,11:1:33,12.799999999999997,1082.3,11.600000000000001,85,79,Close
17-February-2021,11:1:34,10.600000000000001,1076.1,14.5,78,79,Close
17-February-2021,11:1:35,13.200000000000003,1072.4,14.899999999999999,69,79,Close
17-February-2021,11:1:37,10.100000000000001,1065.8,12.700000000000003,81,70,Close
17-February-2021,11:1:38,5.699999999999999,1085.5,14.899999999999999,62,75,Close
17-February-2021,11:1:39,9.5,1066.4,13.799999999999997,84,75,Close
17-February-2021,11:1:40,10.100000000000001,1081.1,11.299999999999997,83,75,Close
17-February-2021,11:1:42,11.700000000000003,1073.9,12.200000000000003,99,71,Close
17-February-2021,11:1:43,9.399999999999999,1061.6,13.600000000000001,62,77,Close
17-February-2021,11:1:44,7.299999999999997,1034.1,13.399999999999999,66,71,Close
17-February-2021,11:1:45,12.799999999999997,1007.2,11.399999999999999,99,74,Close
17-February-2021,11:1:47,5.399999999999999,1031.9,10.299999999999997,95,76,Close
17-February-2021,11:1:48,7.799999999999997,1057.2,11.600000000000001,68,70,Close
17-February-2021,11:1:50,6.0,1086.9,11.899999999999999,87,76,Close
17-February-2021,11:1:52,14.700000000000003,1033.9,11.700000000000003,79,78,Close
17-February-2021,11:1:53,12.0,1048.3,12.399999999999999,63,74,Close
17-February-2021,11:1:54,7.399999999999999,1050.5,13.299999999999997,97,75,Close
17-February-2021,11:1:57,11.399999999999999,1092.8,10.200000000000003,83,74,Close
17-February-2021,11:1:58,8.100000000000001,1056.6,14.100000000000001,90,76,Close
17-February-2021,11:1:59,12.200000000000003,1081.8,14.0,78,78,Close
17-February-2021,11:2:0,5.600000000000001,1061.2,10.0,63,72,Close
17-February-2021,11:2:1,13.600000000000001,1030.2,11.799999999999997,74,72,Close
17-February-2021,11:2:3,13.700000000000003,1065.7,13.299999999999997,82,78,Close
17-February-2021,11:2:4,11.899999999999999,1053.0,13.0,66,70,Close
17-February-2021,11:2:5,11.799999999999997,1080.7,10.899999999999999,82,71,Close
17-February-2021,11:2:7,13.0,1095.5,11.100000000000001,67,74,Close
17-February-2021,11:2:8,13.899999999999999,1097.6,10.799999999999997,86,77,Close
17-February-2021,11:2:9,14.399999999999999,1013.4,12.799999999999997,92,71,Close
17-February-2021,11:2:10,14.899999999999999,1070.9,11.600000000000001,93,77,Close
17-February-2021,13:0:53,5.600000000000001,1090.3,13.5,83,75,Close
17-February-2021,13:0:55,13.0,1081.6,14.399999999999999,79,74,Close
17-February-2021,13:0:56,6.0,1080.8,14.200000000000003,87,74,Close
17-February-2021,13:0:57,11.200000000000003,1052.8,10.899999999999999,88,71,Close
17-February-2021,13:0:58,12.700000000000003,1070.1,12.100000000000001,90,79,Close
17-February-2021,13:0:59,6.800000000000001,1051.5,11.899999999999999,71,77,Close
17-February-2021,13:1:0,14.0,1086.0,10.200000000000003,66,76,Close
17-February-2021,13:1:2,7.299999999999997,1029.9,10.299999999999997,90,78,Close
17-February-2021,13:1:3,6.699999999999999,1035.1,11.200000000000003,77,70,Close
17-February-2021,13:1:4,7.100000000000001,1071.7,13.899999999999999,62,72,Close
17-February-2021,13:1:5,12.5,1053.5,10.0,73,74,Close
17-February-2021,13:1:6,6.600000000000001,1063.6,13.700000000000003,96,71,Close
17-February-2021,13:1:7,6.600000000000001,1074.7,12.299999999999997,97,73,Close
17-February-2021,13:1:8,14.700000000000003,1062.5,12.5,63,79,Close
17-February-2021,13:1:9,9.399999999999999,1095.0,10.399999999999999,92,79,Close
17-February-2021,13:1:10,12.700000000000003,1006.6,10.799999999999997,91,76,Close
17-February-2021,13:1:11,12.700000000000003,1006.6,10.799999999999997,91,76,Close
17-February-2021,13:1:12,14.399999999999999,1089.1,14.899999999999999,90,77,Close
17-February-2021,13:1:13,8.200000000000003,1042.9,14.799999999999997,64,79,Close
17-February-2021,13:1:14,11.899999999999999,1070.8,10.299999999999997,89,74,Close
17-February-2021,13:1:15,10.5,1057.3,11.0,61,74,Close
17-February-2021,13:1:16,6.399999999999999,1081.0,11.799999999999997,77,74,Close
17-February-2021,13:1:17,10.5,1041.6,12.399999999999999,79,72,Close
17-February-2021,13:1:18,6.0,1011.0,13.100000000000001,96,70,Close
17-February-2021,13:1:19,11.899999999999999,1018.2,11.5,95,78,Close
17-February-2021,13:1:20,14.100000000000001,1016.3,10.700000000000003,79,75,Close
17-February-2021,13:1:21,14.5,1072.6,11.100000000000001,89,71,Close
17-February-2021,13:1:22,8.5,1021.0,13.399999999999999,72,70,Close
17-February-2021,13:1:23,12.600000000000001,1009.3,11.899999999999999,92,75,Close
17-February-2021,13:1:24,5.0,1010.6,12.100000000000001,67,70,Close
17-February-2021,13:1:25,14.5,1082.1,12.799999999999997,66,78,Close
17-February-2021,13:1:26,12.799999999999997,1066.6,14.600000000000001,92,75,Close
17-February-2021,13:1:27,11.100000000000001,1043.2,12.5,63,74,Close
17-February-2021,13:1:29,5.699999999999999,1001.7,10.5,97,77,Close
17-February-2021,13:1:30,9.0,1019.4,12.200000000000003,75,78,Close
17-February-2021,13:1:31,9.0,1019.4,12.200000000000003,75,78,Close
